A_node_name	B_node_name	Int_type_1	Source_db
uniprot:Q13464	uniprot:P45983	2236(up-regulates activity)	signor	2
uniprot:O43541	uniprot:P84022	0462(bind)	signor	2
uniprot:O43541	uniprot:P84022	2241(down-regulates activity)	signor	2
uniprot:Q13253	uniprot:P12643	0462(bind)	signor	2
uniprot:Q13253	uniprot:P12643	2240(down-regulates)	signor	2
uniprot:P05412	uniprot:Q13485	0462(bind)	signor	2
uniprot:P05412	uniprot:Q13485	2236(up-regulates activity)	signor	2
uniprot:P10275	uniprot:P03372	unknown	slk2
uniprot:P10275	uniprot:P03372	0624(stimulation)	slk2
uniprot:P19793	uniprot:P03372	unknown	slk2
uniprot:P19793	uniprot:P03372	0624(stimulation)	slk2
uniprot:P46531	uniprot:P84022	unknown	slk2
uniprot:P46531	uniprot:P84022	directed	slk2
uniprot:O15105	uniprot:P37023	unknown	slk2
uniprot:O15105	uniprot:P37023	0624(stimulation)	slk2
uniprot:Q16539	uniprot:P15336	unknown	slk2
uniprot:Q16539	uniprot:P15336	0624(stimulation)	slk2
uniprot:P28482	uniprot:P84022	unknown	slk2
uniprot:P28482	uniprot:P84022	0624(stimulation)	slk2
uniprot:P45983	uniprot:P15336	unknown	slk2
uniprot:P45983	uniprot:P15336	0624(stimulation)	slk2
uniprot:P46531	uniprot:Q06413	unknown	slk2
uniprot:P46531	uniprot:Q06413	0624(stimulation)	slk2
uniprot:P19793	uniprot:Q07869	unknown	slk2
uniprot:P19793	uniprot:Q07869	0624(stimulation)	slk2
uniprot:P03372	uniprot:P84022	unknown	slk2
uniprot:P03372	uniprot:P84022	directed	slk2
uniprot:P31749	uniprot:O43524	unknown	slk2
uniprot:P31749	uniprot:O43524	0624(stimulation)	slk2
uniprot:P84022	uniprot:P03372	unknown	slk2
uniprot:P84022	uniprot:P03372	0624(stimulation)	slk2
uniprot:P29350	uniprot:O60674	unknown	slk2
uniprot:P29350	uniprot:O60674	0624(stimulation)	slk2
uniprot:O15105	uniprot:Q04771	unknown	slk2
uniprot:O15105	uniprot:Q04771	0624(stimulation)	slk2
uniprot:P36897	uniprot:P37023	unknown	slk2
uniprot:P36897	uniprot:P37023	0624(stimulation)	slk2
uniprot:O15169	uniprot:P84022	unknown	slk2
uniprot:O15169	uniprot:P84022	0624(stimulation)	slk2
uniprot:P15056	uniprot:Q02750	unknown	slk2
uniprot:P15056	uniprot:Q02750	0624(stimulation)	slk2
uniprot:P27361	uniprot:Q15797	unknown	slk2
uniprot:P27361	uniprot:Q15797	0624(stimulation)	slk2
uniprot:O43541	uniprot:Q15797	unknown	slk2
uniprot:O43541	uniprot:Q15797	0624(stimulation)	slk2
uniprot:O15105	uniprot:P84022	unknown	slk2
uniprot:O15105	uniprot:P84022	0624(stimulation)	slk2
uniprot:P28482	uniprot:P01106	unknown	slk2
uniprot:P28482	uniprot:P01106	0624(stimulation)	slk2
uniprot:P49841	uniprot:P84022	unknown	slk2
uniprot:P49841	uniprot:P84022	0624(stimulation)	slk2
uniprot:P28482	uniprot:P04049	unknown	slk2
uniprot:P28482	uniprot:P04049	0624(stimulation)	slk2
uniprot:O15530	uniprot:P31751	unknown	slk2
uniprot:O15530	uniprot:P31751	0624(stimulation)	slk2
uniprot:P03372	uniprot:P05019	unknown	slk2
uniprot:P03372	uniprot:P05019	0624(stimulation)	slk2
uniprot:P60484	uniprot:P31751	unknown	slk2
uniprot:P60484	uniprot:P31751	0623(inhibition)	slk2
uniprot:P31749	uniprot:P84022	unknown	slk2
uniprot:P31749	uniprot:P84022	0624(stimulation)	slk2
uniprot:P28482	uniprot:P40763	unknown	slk2
uniprot:P28482	uniprot:P40763	0624(stimulation)	slk2
uniprot:P40189	uniprot:O60674	unknown	slk2
uniprot:P40189	uniprot:O60674	0624(stimulation)	slk2
uniprot:P84022	uniprot:Q9UJU2	unknown	slk2
uniprot:P84022	uniprot:Q9UJU2	0624(stimulation)	slk2
uniprot:Q02750	uniprot:P27361	unknown	slk2
uniprot:Q02750	uniprot:P27361	0624(stimulation)	slk2
uniprot:P36897	uniprot:P84022	unknown	slk2
uniprot:P36897	uniprot:P84022	0624(stimulation)	slk2
uniprot:P10275	uniprot:P19793	unknown	slk2
uniprot:P10275	uniprot:P19793	0624(stimulation)	slk2
uniprot:P98082	uniprot:O14641	unknown	slk2
uniprot:P98082	uniprot:O14641	0624(stimulation)	slk2
uniprot:Q15796	uniprot:Q9UJU2	unknown	slk2
uniprot:Q15796	uniprot:Q9UJU2	0624(stimulation)	slk2
uniprot:P31751	uniprot:P35222	unknown	slk2
uniprot:P31751	uniprot:P35222	0624(stimulation)	slk2
uniprot:P60484	uniprot:O15530	unknown	slk2
uniprot:P60484	uniprot:O15530	0624(stimulation)	slk2
uniprot:Q8N474	uniprot:P56705	unknown	slk2
uniprot:Q8N474	uniprot:P56705	0624(stimulation)	slk2
uniprot:P27361	uniprot:Q15796	unknown	slk2
uniprot:P27361	uniprot:Q15796	0624(stimulation)	slk2
uniprot:P31749	uniprot:P35222	unknown	slk2
uniprot:P31749	uniprot:P35222	0624(stimulation)	slk2
uniprot:P31751	uniprot:P84022	unknown	slk2
uniprot:P31751	uniprot:P84022	0624(stimulation)	slk2
uniprot:O60674	uniprot:P40763	unknown	slk2
uniprot:O60674	uniprot:P40763	0624(stimulation)	slk2
uniprot:O15105	uniprot:P36894	unknown	slk2
uniprot:O15105	uniprot:P36894	0624(stimulation)	slk2
uniprot:P31751	uniprot:P23443	unknown	slk2
uniprot:P31751	uniprot:P23443	0624(stimulation)	slk2
uniprot:P04626	uniprot:P21860	unknown	slk2
uniprot:P04626	uniprot:P21860	0624(stimulation)	slk2
uniprot:P01112	uniprot:P04049	unknown	slk2
uniprot:P01112	uniprot:P04049	0624(stimulation)	slk2
uniprot:P46531	uniprot:Q06330	unknown	slk2
uniprot:P46531	uniprot:Q06330	0624(stimulation)	slk2
uniprot:P49407	uniprot:P28482	unknown	slk2
uniprot:P49407	uniprot:P28482	0624(stimulation)	slk2
uniprot:P42684	uniprot:P42345	unknown	slk2
uniprot:P42684	uniprot:P42345	0624(stimulation)	slk2
uniprot:Q13485	uniprot:Q9UJU2	unknown	slk2
uniprot:Q13485	uniprot:Q9UJU2	0624(stimulation)	slk2
uniprot:P31751	uniprot:O43524	unknown	slk2
uniprot:P31751	uniprot:O43524	0624(stimulation)	slk2
uniprot:P19793	uniprot:P37231	unknown	slk2
uniprot:P19793	uniprot:P37231	0624(stimulation)	slk2
uniprot:P10276	uniprot:P19793	unknown	slk2
uniprot:P10276	uniprot:P19793	0624(stimulation)	slk2
uniprot:P28482	uniprot:Q15796	unknown	slk2
uniprot:P28482	uniprot:Q15796	0624(stimulation)	slk2
uniprot:P04049	uniprot:Q02750	unknown	slk2
uniprot:P04049	uniprot:Q02750	0624(stimulation)	slk2
uniprot:Q9BXM7	uniprot:P27361	unknown	slk2
uniprot:Q9BXM7	uniprot:P27361	0624(stimulation)	slk2
uniprot:P01308	uniprot:P06213	unknown	slk2
uniprot:P01308	uniprot:P06213	0624(stimulation)	slk2
uniprot:P36897	uniprot:P60953	unknown	slk2
uniprot:P36897	uniprot:P60953	0624(stimulation)	slk2
uniprot:P05230	uniprot:P11362	unknown	slk2
uniprot:P05230	uniprot:P11362	0624(stimulation)	slk2
uniprot:P28482	uniprot:Q15797	unknown	slk2
uniprot:P28482	uniprot:Q15797	0624(stimulation)	slk2
uniprot:P31751	uniprot:P49841	unknown	slk2
uniprot:P31751	uniprot:P49841	0624(stimulation)	slk2
uniprot:P46934	uniprot:P60484	unknown	slk2
uniprot:P46934	uniprot:P60484	0624(stimulation)	slk2
uniprot:P31749	uniprot:P49841	unknown	slk2
uniprot:P31749	uniprot:P49841	0624(stimulation)	slk2
uniprot:P35222	uniprot:Q9UJU2	unknown	slk2
uniprot:P35222	uniprot:Q9UJU2	0624(stimulation)	slk2
uniprot:P29590	uniprot:P84022	unknown	slk2
uniprot:P29590	uniprot:P84022	0624(stimulation)	slk2
uniprot:P36897	uniprot:Q9H2X6	unknown	slk2
uniprot:P36897	uniprot:Q9H2X6	0624(stimulation)	slk2
uniprot:O60674	uniprot:P42224	unknown	slk2
uniprot:O60674	uniprot:P42224	0624(stimulation)	slk2
uniprot:P35222	uniprot:O15105	unknown	slk2
uniprot:P35222	uniprot:O15105	0624(stimulation)	slk2
uniprot:P27361	uniprot:P04049	unknown	slk2
uniprot:P27361	uniprot:P04049	0624(stimulation)	slk2
uniprot:P84022	uniprot:Q06413	unknown	slk2
uniprot:P84022	uniprot:Q06413	0624(stimulation)	slk2
uniprot:P27361	uniprot:Q9BXM7	unknown	slk2
uniprot:P27361	uniprot:Q9BXM7	directed	slk2
uniprot:Q06124	uniprot:P42224	unknown	slk2
uniprot:Q06124	uniprot:P42224	0624(stimulation)	slk2
uniprot:P84022	uniprot:Q13485	unknown	slk2
uniprot:P84022	uniprot:Q13485	0624(stimulation)	slk2
uniprot:O15169	uniprot:P35222	unknown	slk2
uniprot:O15169	uniprot:P35222	0624(stimulation)	slk2
uniprot:P10276	uniprot:P03372	unknown	slk2
uniprot:P10276	uniprot:P03372	0624(stimulation)	slk2
uniprot:P35222	uniprot:O43524	unknown	slk2
uniprot:P35222	uniprot:O43524	0624(stimulation)	slk2
uniprot:P03372	uniprot:P37231	unknown	slk2
uniprot:P03372	uniprot:P37231	0624(stimulation)	slk2
uniprot:P18031	uniprot:P40763	unknown	slk2
uniprot:P18031	uniprot:P40763	0624(stimulation)	slk2
uniprot:P22681	uniprot:P00533	unknown	slk2
uniprot:P22681	uniprot:P00533	0624(stimulation)	slk2
uniprot:P19793	uniprot:P10276	unknown	slk2
uniprot:P19793	uniprot:P10276	0624(stimulation)	slk2
uniprot:Q9HCE7	uniprot:O15105	unknown	slk2
uniprot:Q9HCE7	uniprot:O15105	0624(stimulation)	slk2
uniprot:P10275	uniprot:Q13285	unknown	slk2
uniprot:P10275	uniprot:Q13285	0624(stimulation)	slk2
uniprot:P60484	uniprot:P31749	unknown	slk2
uniprot:P60484	uniprot:P31749	directed	slk2
uniprot:P00519	uniprot:O15350	unknown	slk2
uniprot:P00519	uniprot:O15350	0624(stimulation)	slk2
uniprot:P01116	uniprot:P04049	unknown	slk2
uniprot:P01116	uniprot:P04049	0624(stimulation)	slk2
uniprot:O43541	uniprot:P84022	unknown	slk2
uniprot:O43541	uniprot:P84022	0624(stimulation)	slk2
uniprot:P28482	uniprot:Q02750	unknown	slk2
uniprot:P28482	uniprot:Q02750	directed	slk2
uniprot:Q13485	uniprot:P01100	unknown	slk2
uniprot:Q13485	uniprot:P01100	0624(stimulation)	slk2
uniprot:O15105	uniprot:P36897	unknown	slk2
uniprot:O15105	uniprot:P36897	0624(stimulation)	slk2
uniprot:O43541	uniprot:P36897	unknown	slk2
uniprot:O43541	uniprot:P36897	0624(stimulation)	slk2
uniprot:P03372	uniprot:P19793	unknown	slk2
uniprot:P03372	uniprot:P19793	0624(stimulation)	slk2
uniprot:O43541	uniprot:Q04771	unknown	slk2
uniprot:O43541	uniprot:Q04771	0624(stimulation)	slk2
uniprot:Q13315	uniprot:P42684	unknown	slk2
uniprot:Q13315	uniprot:P42684	0624(stimulation)	slk2
uniprot:P46531	uniprot:Q16665	unknown	slk2
uniprot:P46531	uniprot:Q16665	0624(stimulation)	slk2
uniprot:P27361	uniprot:P84022	unknown	slk2
uniprot:P27361	uniprot:P84022	0624(stimulation)	slk2
uniprot:P27361	uniprot:P40763	unknown	slk2
uniprot:P27361	uniprot:P40763	0624(stimulation)	slk2
uniprot:P31749	uniprot:Q12778	unknown	slk2
uniprot:P31749	uniprot:Q12778	0624(stimulation)	slk2
uniprot:Q16539	uniprot:Q06413	unknown	slk2
uniprot:Q16539	uniprot:Q06413	0624(stimulation)	slk2
uniprot:O43541	uniprot:Q15796	unknown	slk2
uniprot:O43541	uniprot:Q15796	0624(stimulation)	slk2
uniprot:P27361	uniprot:Q02750	unknown	slk2
uniprot:P27361	uniprot:Q02750	directed	slk2
uniprot:P03372	uniprot:P10275	unknown	slk2
uniprot:P03372	uniprot:P10275	0624(stimulation)	slk2
uniprot:P03372	uniprot:P06401	unknown	slk2
uniprot:P03372	uniprot:P06401	0624(stimulation)	slk2
uniprot:P78504	uniprot:P46531	unknown	slk2	2
uniprot:P78504	uniprot:P46531	0624(stimulation)	slk2	2
uniprot:Q15796	uniprot:Q13485	unknown	slk2	2
uniprot:Q15796	uniprot:Q13485	0624(stimulation)	slk2	2
uniprot:O15520	uniprot:P21802	unknown	slk2	2
uniprot:O15520	uniprot:P21802	0624(stimulation)	slk2	2
uniprot:P37173	uniprot:P36897	unknown	slk2	2
uniprot:P37173	uniprot:P36897	0624(stimulation)	slk2	2
uniprot:P40189	uniprot:P40763	unknown	slk2	2
uniprot:P40189	uniprot:P40763	directed	slk2	2
uniprot:Q07869	uniprot:P19793	unknown	slk2	2
uniprot:Q07869	uniprot:P19793	0624(stimulation)	slk2	2
uniprot:O75197	uniprot:O15169	unknown	slk2	2
uniprot:O75197	uniprot:O15169	0624(stimulation)	slk2	2
uniprot:P12643	uniprot:Q13873	unknown	slk2	2
uniprot:P12643	uniprot:Q13873	0624(stimulation)	slk2	2
uniprot:P84022	uniprot:P46531	unknown	slk2	2
uniprot:P84022	uniprot:P46531	0624(stimulation)	slk2	2
uniprot:Q15797	uniprot:Q13485	unknown	slk2	2
uniprot:Q15797	uniprot:Q13485	0624(stimulation)	slk2	2
uniprot:P49841	uniprot:P01106	unknown	slk2	2
uniprot:P49841	uniprot:P01106	0624(stimulation)	slk2	2
uniprot:P61812	uniprot:P37173	unknown	slk2	2
uniprot:P61812	uniprot:P37173	0624(stimulation)	slk2	2
uniprot:P16220	uniprot:P84022	unknown	slk2	2
uniprot:P16220	uniprot:P84022	0624(stimulation)	slk2	2
uniprot:P78536	uniprot:P46531	unknown	slk2	2
uniprot:P78536	uniprot:P46531	directed	slk2	2
uniprot:P01127	uniprot:P16234	unknown	slk2	2
uniprot:P01127	uniprot:P16234	0624(stimulation)	slk2	2
uniprot:P00519	uniprot:P42345	unknown	slk2	2
uniprot:P00519	uniprot:P42345	0624(stimulation)	slk2	2
uniprot:P04049	uniprot:Q9BXM7	unknown	slk2	2
uniprot:P04049	uniprot:Q9BXM7	0624(stimulation)	slk2	2
uniprot:P17706	uniprot:P42224	unknown	slk2	2
uniprot:P17706	uniprot:P42224	0624(stimulation)	slk2	2
uniprot:P49768	uniprot:P46531	unknown	slk2	2
uniprot:P49768	uniprot:P46531	0624(stimulation)	slk2	2
uniprot:P05019	uniprot:P08069	unknown	slk2	2
uniprot:P05019	uniprot:P08069	0624(stimulation)	slk2	2
uniprot:P01116	uniprot:P15056	unknown	slk2	2
uniprot:P01116	uniprot:P15056	0624(stimulation)	slk2	2
uniprot:P15056	uniprot:Q9BXM7	unknown	slk2	2
uniprot:P15056	uniprot:Q9BXM7	0624(stimulation)	slk2	2
uniprot:P04626	uniprot:P27986	unknown	slk2	2
uniprot:P04626	uniprot:P27986	0624(stimulation)	slk2	2
uniprot:P12931	uniprot:P37173	unknown	slk2	2
uniprot:P12931	uniprot:P37173	0624(stimulation)	slk2	2
uniprot:Q04771	uniprot:Q15797	unknown	slk2	2
uniprot:Q04771	uniprot:Q15797	0624(stimulation)	slk2	2
uniprot:P05230	uniprot:P21802	unknown	slk2	2
uniprot:P05230	uniprot:P21802	0624(stimulation)	slk2	2
uniprot:P63165	uniprot:Q13485	unknown	slk2	2
uniprot:P63165	uniprot:Q13485	0624(stimulation)	slk2	2
uniprot:P46934	uniprot:P08069	unknown	slk2	2
uniprot:P46934	uniprot:P08069	0624(stimulation)	slk2	2
uniprot:O15530	uniprot:P31749	unknown	slk2	2
uniprot:O15530	uniprot:P31749	0624(stimulation)	slk2	2
uniprot:Q06124	uniprot:O60674	unknown	slk2	2
uniprot:Q06124	uniprot:O60674	directed	slk2	2
uniprot:P00533	uniprot:P03372	unknown	slk2	2
uniprot:P00533	uniprot:P03372	0624(stimulation)	slk2	2
uniprot:Q03135	uniprot:P16234	unknown	slk2	2
uniprot:Q03135	uniprot:P16234	0624(stimulation)	slk2	2
uniprot:P10912	uniprot:O60674	unknown	slk2	2
uniprot:P10912	uniprot:O60674	0624(stimulation)	slk2	2
uniprot:P11473	uniprot:P35222	unknown	slk2	2
uniprot:P11473	uniprot:P35222	0624(stimulation)	slk2	2
uniprot:P45983	uniprot:P05412	unknown	slk2	2
uniprot:P45983	uniprot:P05412	0624(stimulation)	slk2	2
uniprot:P36896	uniprot:Q15796	unknown	slk2	2
uniprot:P36896	uniprot:Q15796	0624(stimulation)	slk2	2
uniprot:P09619	uniprot:P16234	unknown	slk2	2
uniprot:P09619	uniprot:P16234	0624(stimulation)	slk2	2
uniprot:P29590	uniprot:Q15796	unknown	slk2	2
uniprot:P29590	uniprot:Q15796	0624(stimulation)	slk2	2
uniprot:P12644	uniprot:Q13873	unknown	slk2	2
uniprot:P12644	uniprot:Q13873	0624(stimulation)	slk2	2
uniprot:P36897	uniprot:Q15796	unknown	slk2	2
uniprot:P36897	uniprot:Q15796	0624(stimulation)	slk2	2
uniprot:P10276	uniprot:P35222	unknown	slk2	2
uniprot:P10276	uniprot:P35222	0624(stimulation)	slk2	2
uniprot:P17948	uniprot:P19174	unknown	slk2	2
uniprot:P17948	uniprot:P19174	0624(stimulation)	slk2	2
uniprot:P10600	uniprot:P37173	unknown	slk2	2
uniprot:P10600	uniprot:P37173	0624(stimulation)	slk2	2
uniprot:Q96EB6	uniprot:O15105	unknown	slk2	2
uniprot:Q96EB6	uniprot:O15105	0624(stimulation)	slk2	2
uniprot:P29350	uniprot:P40763	unknown	slk2	2
uniprot:P29350	uniprot:P40763	0623(inhibition)	slk2	2
uniprot:P31751	uniprot:Q12778	unknown	slk2	2
uniprot:P31751	uniprot:Q12778	0624(stimulation)	slk2	2
uniprot:Q6P1J9	uniprot:P35222	unknown	slk2	2
uniprot:Q6P1J9	uniprot:P35222	0624(stimulation)	slk2	2
uniprot:P17612	uniprot:P49841	unknown	slk2	2
uniprot:P17612	uniprot:P49841	directed	slk2	2
uniprot:Q02750	uniprot:P28482	unknown	slk2	2
uniprot:Q02750	uniprot:P28482	0624(stimulation)	slk2	2
uniprot:Q9NZC7	uniprot:Q13485	unknown	slk2	2
uniprot:Q9NZC7	uniprot:Q13485	0624(stimulation)	slk2	2
uniprot:Q13153	uniprot:P04049	unknown	slk2	2
uniprot:Q13153	uniprot:P04049	0624(stimulation)	slk2	2
uniprot:P06401	uniprot:P03372	unknown	slk2	2
uniprot:P06401	uniprot:P03372	0624(stimulation)	slk2	2
uniprot:P46531	uniprot:Q9UJU2	unknown	slk21
uniprot:P46531	uniprot:Q9UJU2	0624(stimulation)	slk21
uniprot:P10275	uniprot:P03372	unknown	slk21
uniprot:P10275	uniprot:P03372	0624(stimulation)	slk21
uniprot:O14641	uniprot:P63000	unknown	slk21
uniprot:O14641	uniprot:P63000	0624(stimulation)	slk21
uniprot:Q9HCE7	uniprot:Q15796	unknown	slk21
uniprot:Q9HCE7	uniprot:Q15796	0624(stimulation)	slk21
uniprot:Q16539	uniprot:P15336	unknown	slk21
uniprot:Q16539	uniprot:P15336	0624(stimulation)	slk21
uniprot:P28482	uniprot:P84022	unknown	slk21
uniprot:P28482	uniprot:P84022	0624(stimulation)	slk21
uniprot:Q15796	uniprot:P16220	unknown	slk21
uniprot:Q15796	uniprot:P16220	0624(stimulation)	slk21
uniprot:P19793	uniprot:P03372	unknown	slk21
uniprot:P19793	uniprot:P03372	0624(stimulation)	slk21
uniprot:P27361	uniprot:Q99683	unknown	slk21
uniprot:P27361	uniprot:Q99683	0624(stimulation)	slk21
uniprot:Q06124	uniprot:P08069	unknown	slk21
uniprot:Q06124	uniprot:P08069	0624(stimulation)	slk21
uniprot:P09619	uniprot:P19174	unknown	slk21
uniprot:P09619	uniprot:P19174	0624(stimulation)	slk21
uniprot:Q09472	uniprot:O15105	unknown	slk21
uniprot:Q09472	uniprot:O15105	0624(stimulation)	slk21
uniprot:P46531	uniprot:P42345	unknown	slk21
uniprot:P46531	uniprot:P42345	0624(stimulation)	slk21
uniprot:P48730	uniprot:P35222	unknown	slk21
uniprot:P48730	uniprot:P35222	0624(stimulation)	slk21
uniprot:O15105	uniprot:Q04771	unknown	slk21
uniprot:O15105	uniprot:Q04771	0624(stimulation)	slk21
uniprot:P49841	uniprot:P10071	unknown	slk21
uniprot:P49841	uniprot:P10071	0624(stimulation)	slk21
uniprot:P00533	uniprot:P16333	unknown	slk21
uniprot:P00533	uniprot:P16333	0624(stimulation)	slk21
uniprot:P49407	uniprot:Q16539	unknown	slk21
uniprot:P49407	uniprot:Q16539	0624(stimulation)	slk21
uniprot:P37173	uniprot:Q9Y4K3	unknown	slk21
uniprot:P37173	uniprot:Q9Y4K3	0624(stimulation)	slk21
uniprot:P27361	uniprot:Q15797	unknown	slk21
uniprot:P27361	uniprot:Q15797	0624(stimulation)	slk21
uniprot:P17612	uniprot:P49841	unknown	slk21
uniprot:P17612	uniprot:P49841	directed	slk21
uniprot:P36896	uniprot:Q15796	unknown	slk21
uniprot:P36896	uniprot:Q15796	0624(stimulation)	slk21
uniprot:Q16539	uniprot:P42224	unknown	slk21
uniprot:Q16539	uniprot:P42224	0624(stimulation)	slk21
uniprot:O15105	uniprot:P84022	unknown	slk21
uniprot:O15105	uniprot:P84022	0624(stimulation)	slk21
uniprot:P28482	uniprot:P40763	unknown	slk21
uniprot:P28482	uniprot:P40763	0624(stimulation)	slk21
uniprot:P27361	uniprot:Q07889	unknown	slk21
uniprot:P27361	uniprot:Q07889	0624(stimulation)	slk21
uniprot:P28482	uniprot:P04049	unknown	slk21
uniprot:P28482	uniprot:P04049	0624(stimulation)	slk21
uniprot:P60484	uniprot:P31751	unknown	slk21
uniprot:P60484	uniprot:P31751	0623(inhibition)	slk21
uniprot:P31749	uniprot:P84022	unknown	slk21
uniprot:P31749	uniprot:P84022	0624(stimulation)	slk21
uniprot:P40189	uniprot:O60674	unknown	slk21
uniprot:P40189	uniprot:O60674	0624(stimulation)	slk21
uniprot:P28482	uniprot:Q99683	unknown	slk21
uniprot:P28482	uniprot:Q99683	0624(stimulation)	slk21
uniprot:P10275	uniprot:P19793	unknown	slk21
uniprot:P10275	uniprot:P19793	0624(stimulation)	slk21
uniprot:P19793	uniprot:P11473	unknown	slk21
uniprot:P19793	uniprot:P11473	0624(stimulation)	slk21
uniprot:P31751	uniprot:P35222	unknown	slk21
uniprot:P31751	uniprot:P35222	0624(stimulation)	slk21
uniprot:P60484	uniprot:O15530	unknown	slk21
uniprot:P60484	uniprot:O15530	0624(stimulation)	slk21
uniprot:Q07889	uniprot:P01116	unknown	slk21
uniprot:Q07889	uniprot:P01116	0624(stimulation)	slk21
uniprot:Q13153	uniprot:Q02750	unknown	slk21
uniprot:Q13153	uniprot:Q02750	0624(stimulation)	slk21
uniprot:Q16539	uniprot:P35638	unknown	slk21
uniprot:Q16539	uniprot:P35638	0624(stimulation)	slk21
uniprot:P37173	uniprot:O43318	unknown	slk21
uniprot:P37173	uniprot:O43318	0624(stimulation)	slk21
uniprot:P00519	uniprot:P16333	unknown	slk21
uniprot:P00519	uniprot:P16333	0624(stimulation)	slk21
uniprot:O15105	uniprot:P36894	unknown	slk21
uniprot:O15105	uniprot:P36894	0624(stimulation)	slk21
uniprot:O15530	uniprot:P31749	unknown	slk21
uniprot:O15530	uniprot:P31749	0624(stimulation)	slk21
uniprot:P31751	uniprot:P23443	unknown	slk21
uniprot:P31751	uniprot:P23443	0624(stimulation)	slk21
uniprot:P01112	uniprot:P04049	unknown	slk21
uniprot:P01112	uniprot:P04049	0624(stimulation)	slk21
uniprot:P49407	uniprot:P28482	unknown	slk21
uniprot:P49407	uniprot:P28482	0624(stimulation)	slk21
uniprot:P42684	uniprot:P42345	unknown	slk21
uniprot:P42684	uniprot:P42345	0624(stimulation)	slk21
uniprot:Q13485	uniprot:Q9UJU2	unknown	slk21
uniprot:Q13485	uniprot:Q9UJU2	0624(stimulation)	slk21
uniprot:Q03135	uniprot:P09619	unknown	slk21
uniprot:Q03135	uniprot:P09619	0624(stimulation)	slk21
uniprot:P31751	uniprot:O43524	unknown	slk21
uniprot:P31751	uniprot:O43524	0624(stimulation)	slk21
uniprot:P04626	uniprot:P21860	unknown	slk21
uniprot:P04626	uniprot:P21860	0624(stimulation)	slk21
uniprot:O43541	uniprot:Q15796	unknown	slk21
uniprot:O43541	uniprot:Q15796	0624(stimulation)	slk21
uniprot:Q02297	uniprot:P04626	unknown	slk21
uniprot:Q02297	uniprot:P04626	0624(stimulation)	slk21
uniprot:P49841	uniprot:O75197	unknown	slk21
uniprot:P49841	uniprot:O75197	0624(stimulation)	slk21
uniprot:P28482	uniprot:Q15796	unknown	slk21
uniprot:P28482	uniprot:Q15796	0624(stimulation)	slk21
uniprot:P98082	uniprot:P36897	unknown	slk21
uniprot:P98082	uniprot:P36897	0624(stimulation)	slk21
uniprot:P49841	uniprot:P08151	unknown	slk21
uniprot:P49841	uniprot:P08151	0624(stimulation)	slk21
uniprot:P60953	uniprot:P60484	unknown	slk21
uniprot:P60953	uniprot:P60484	0624(stimulation)	slk21
uniprot:Q02297	uniprot:Q15303	unknown	slk21
uniprot:Q02297	uniprot:Q15303	0624(stimulation)	slk21
uniprot:P04626	uniprot:P27986	unknown	slk21
uniprot:P04626	uniprot:P27986	0624(stimulation)	slk21
uniprot:Q96J02	uniprot:Q15796	unknown	slk21
uniprot:Q96J02	uniprot:Q15796	0624(stimulation)	slk21
uniprot:Q9BXM7	uniprot:P27361	unknown	slk21
uniprot:Q9BXM7	uniprot:P27361	0624(stimulation)	slk21
uniprot:P01308	uniprot:P06213	unknown	slk21
uniprot:P01308	uniprot:P06213	0624(stimulation)	slk21
uniprot:P22681	uniprot:P16234	unknown	slk21
uniprot:P22681	uniprot:P16234	0624(stimulation)	slk21
uniprot:P45983	uniprot:P40763	unknown	slk21
uniprot:P45983	uniprot:P40763	0624(stimulation)	slk21
uniprot:P29350	uniprot:O60674	unknown	slk21
uniprot:P29350	uniprot:O60674	0624(stimulation)	slk21
uniprot:P10276	uniprot:P03372	unknown	slk21
uniprot:P10276	uniprot:P03372	0624(stimulation)	slk21
uniprot:O15169	uniprot:P35222	unknown	slk21
uniprot:O15169	uniprot:P35222	0624(stimulation)	slk21
uniprot:P36897	uniprot:P84022	unknown	slk21
uniprot:P36897	uniprot:P84022	0624(stimulation)	slk21
uniprot:P35222	uniprot:Q9UJU2	unknown	slk21
uniprot:P35222	uniprot:Q9UJU2	0624(stimulation)	slk21
uniprot:P29590	uniprot:P84022	unknown	slk21
uniprot:P29590	uniprot:P84022	0624(stimulation)	slk21
uniprot:P46531	uniprot:O15111	unknown	slk21
uniprot:P46531	uniprot:O15111	0624(stimulation)	slk21
uniprot:P12931	uniprot:P19793	unknown	slk21
uniprot:P12931	uniprot:P19793	0624(stimulation)	slk21
uniprot:P27361	uniprot:P04049	unknown	slk21
